Response_ID,Survey_Date,Age_Group,Gender,City_Tier,Location,Annual_Income,Occupation,Purchase_Frequency,Annual_Luxury_Spending,Brand_Loyalty_Score,Interest_Handbags,Interest_Watches,Interest_Jewelry,Interest_Fashion,Interest_Shoes,Interest_Cosmetics,Interest_Fragrances,Total_Categories_Interest,Urgency_Frequency,Online_Shopping_Pct,Gratification_Score,WTP_1Hour_Premium,WTP_Percentage,Service_Interest_Score,Likelihood_to_Use,Predicted_Premium_Spend,Customer_Segment
R0490,2025-11-11,45-54,Female,Tier 3 (Mid-size City),San Francisco,$300K-$500K,Legal,Every 2-3mo,$30K-$50K,5,0,0,0,0,1,1,0,2,2-4x/year,34,7,76,7.6,7,Very Likely,456,Affluent Pro
R0491,2025-10-17,55-64,Female,Tier 3 (Mid-size City),San Francisco,$75K-$125K,Real Estate,2-4x/year,$5K-$15K,6,1,1,0,0,1,0,1,4,Every 2-3mo,69,3,36,3.6,5,Likely,108,Gifter
R0492,2025-10-26,45-54,Male,Tier 1 (Metro),London,$300K-$500K,Finance,Monthly,$30K-$50K,7,0,1,1,0,0,0,0,2,Every 2-3mo,28,5,86,8.6,9,Definitely,1032,Affluent Pro
R0493,2025-11-09,45-54,Female,Tier 1 (Metro),Dubai,$300K-$500K,Consulting,Monthly,$50K-$100K,7,0,1,1,0,0,1,0,3,2-4x/year,42,4,75,7.5,6,Likely,900,Affluent Pro
R0494,2025-10-21,25-34,Male,Tier 1 (Metro),London,$125K-$200K,Entrepreneur,2-4x/year,$15K-$30K,7,1,1,0,0,1,1,0,4,Rarely,57,8,35,3.5,4,Possibly,105,Gifter
R0495,2025-10-20,25-34,Male,Tier 3 (Mid-size City),San Francisco,$125K-$200K,Media,2-4x/year,$5K-$15K,6,0,1,0,1,1,0,0,3,Monthly,35,7,42,4.2,6,Likely,126,Gifter
R0496,2025-11-06,35-44,Female,Tier 2 (Large City),Sydney,$200K-$300K,Tech,2-4x/year,$5K-$15K,4,0,1,1,1,1,1,0,5,2-4x/year,61,7,33,3.3,6,Likely,99,Aspirational
R0497,2025-10-28,55-64,Female,Tier 2 (Large City),Chicago,$75K-$125K,Legal,2-4x/year,<$5K,3,1,0,0,0,0,1,0,2,2-4x/year,57,5,23,2.3,3,Unlikely,69,Gifter
R0498,2025-11-09,25-34,Female,Tier 1 (Metro),London,$200K-$300K,Legal,Monthly,$5K-$15K,6,1,0,0,1,1,1,1,5,Monthly,76,4,63,6.3,6,Likely,756,Aspirational
R0499,2025-10-19,45-54,Female,Tier 3 (Mid-size City),Geneva,$500K-$1M,Healthcare,2-3x/month,$30K-$50K,4,1,1,1,0,0,0,0,3,Every 2-3mo,19,7,92,9.2,7,Very Likely,2760,Affluent Pro
R0500,2025-11-07,45-54,Male,Tier 3 (Mid-size City),Geneva,Under $75K,Tech,2-4x/year,<$5K,2,1,1,0,0,1,0,0,3,2-4x/year,57,4,0,0.0,5,Likely,0,Gifter
R0501,2025-11-05,45-54,Female,Tier 2 (Large City),Miami,$125K-$200K,Healthcare,Every 2-3mo,$5K-$15K,6,0,1,0,0,1,0,1,3,Yearly,56,1,24,2.4,4,Possibly,144,Digital-First
R0502,2025-10-22,55-64,Female,Tier 1 (Metro),Dubai,$500K-$1M,Consulting,Monthly,$30K-$50K,9,1,0,1,1,0,1,0,4,2-4x/year,28,2,86,8.6,9,Definitely,1032,Affluent Pro
R0503,2025-10-27,45-54,Female,Tier 3 (Mid-size City),San Francisco,$75K-$125K,Tech,Yearly,<$5K,5,1,1,1,0,1,1,1,6,Yearly,49,4,25,2.5,2,Unlikely,25,Gifter
R0504,2025-10-26,55-64,Male,Tier 3 (Mid-size City),San Francisco,Under $75K,Luxury Retail,Monthly,<$5K,7,1,0,0,1,0,1,1,4,2-4x/year,47,5,25,2.5,3,Unlikely,300,Digital-First
R0505,2025-10-25,35-44,Male,Tier 1 (Metro),New York,$75K-$125K,Media,Rarely,<$5K,2,1,1,0,0,0,0,0,2,Every 2-3mo,62,5,41,4.1,5,Likely,20,Gifter
R0506,2025-10-29,35-44,Female,Tier 3 (Mid-size City),Geneva,$200K-$300K,Entrepreneur,2-4x/year,$15K-$30K,4,0,0,0,1,1,1,1,4,2-4x/year,39,5,27,2.7,3,Unlikely,81,Aspirational
R0507,2025-10-24,25-34,Male,Tier 3 (Mid-size City),San Francisco,$75K-$125K,Healthcare,Yearly,<$5K,4,1,0,1,0,1,1,0,4,Yearly,78,5,20,2.0,1,Unlikely,20,Gifter
R0508,2025-11-10,35-44,Male,Tier 1 (Metro),Hong Kong,$300K-$500K,Tech,Every 2-3mo,$15K-$30K,3,0,1,0,1,0,0,0,2,Yearly,40,7,77,7.7,6,Likely,462,Aspirational
R0509,2025-10-20,18-24,Female,Tier 2 (Large City),Toronto,$125K-$200K,Media,Yearly,$15K-$30K,7,0,0,0,0,0,1,0,1,Every 2-3mo,43,7,22,2.2,3,Unlikely,22,Gifter
R0510,2025-10-25,25-34,Female,Tier 1 (Metro),Dubai,$300K-$500K,Legal,Monthly,$15K-$30K,7,0,1,1,1,1,0,1,5,Every 2-3mo,68,5,86,8.6,6,Likely,1032,Aspirational
R0511,2025-11-14,55-64,Female,Tier 1 (Metro),Los Angeles,$75K-$125K,Entrepreneur,Yearly,$5K-$15K,6,0,0,1,0,1,0,0,2,Monthly,31,4,71,7.1,7,Very Likely,71,Gifter
R0512,2025-10-18,25-34,Female,Tier 1 (Metro),London,$200K-$300K,Media,Yearly,$15K-$30K,6,1,1,0,1,0,0,1,4,Monthly,60,8,114,11.4,8,Definitely,114,Aspirational
R0513,2025-11-12,25-34,Female,Tier 3 (Mid-size City),Geneva,$200K-$300K,Entrepreneur,Every 2-3mo,$30K-$50K,7,0,1,0,1,1,1,0,4,Monthly,53,4,57,5.7,5,Likely,342,Aspirational
R0514,2025-10-31,35-44,Male,Tier 1 (Metro),Los Angeles,$200K-$300K,Healthcare,Weekly,$15K-$30K,5,1,1,1,0,0,0,1,4,Monthly,62,7,64,6.4,7,Very Likely,3328,Aspirational
R0515,2025-10-20,45-54,Male,Tier 1 (Metro),New York,$1M+,Healthcare,Every 2-3mo,$250K+,7,1,1,0,1,1,0,1,5,Multiple/mo,62,2,108,10.8,7,Very Likely,648,Ultra-HNW
R0516,2025-10-30,35-44,Male,Tier 2 (Large City),Chicago,$500K-$1M,Legal,Every 2-3mo,$100K-$250K,7,0,1,0,1,0,1,0,3,Multiple/mo,46,6,87,8.7,8,Definitely,522,Ultra-HNW
R0517,2025-10-21,55-64,Female,Tier 1 (Metro),London,$75K-$125K,Luxury Retail,2-4x/year,$5K-$15K,5,1,0,1,0,1,1,0,4,Monthly,58,1,49,4.9,5,Likely,147,Gifter
R0518,2025-11-01,35-44,Male,Tier 3 (Mid-size City),San Francisco,$75K-$125K,Media,Every 2-3mo,$5K-$15K,5,1,1,0,1,0,1,0,4,2-4x/year,58,4,0,0.0,4,Possibly,0,Digital-First
R0519,2025-10-20,25-34,Female,Tier 3 (Mid-size City),Geneva,$125K-$200K,Healthcare,Yearly,<$5K,7,0,0,1,1,0,1,1,4,2-4x/year,81,6,0,0.0,2,Unlikely,0,Gifter
R0520,2025-11-03,55-64,Male,Tier 1 (Metro),London,Under $75K,Consulting,2-4x/year,<$5K,6,0,1,0,1,0,0,0,2,Multiple/mo,67,5,87,8.7,8,Definitely,261,Gifter
R0521,2025-10-30,25-34,Male,Tier 2 (Large City),Chicago,$125K-$200K,Entrepreneur,Rarely,$5K-$15K,8,1,1,1,1,0,1,0,5,Multiple/mo,69,9,73,7.3,7,Very Likely,36,Gifter
R0522,2025-11-08,45-54,Female,Tier 3 (Mid-size City),San Francisco,$125K-$200K,Tech,Every 2-3mo,<$5K,7,1,0,0,0,1,1,0,3,Monthly,32,6,32,3.2,5,Likely,192,Digital-First
R0523,2025-11-11,18-24,Female,Tier 1 (Metro),Hong Kong,$500K-$1M,Real Estate,Every 2-3mo,$50K-$100K,7,0,0,0,1,1,0,0,2,Every 2-3mo,60,6,105,10.5,8,Definitely,630,Affluent Pro
R0524,2025-10-24,35-44,Male,Tier 2 (Large City),Miami,$200K-$300K,Healthcare,2-4x/year,$30K-$50K,5,1,0,0,0,0,1,1,3,Yearly,48,5,26,2.6,4,Possibly,78,Aspirational
R0525,2025-11-07,45-54,Male,Tier 1 (Metro),Los Angeles,$300K-$500K,Tech,2-4x/year,$15K-$30K,6,1,1,0,0,0,0,1,3,Every 2-3mo,69,8,121,12.1,4,Possibly,363,Aspirational
R0526,2025-11-02,55-64,Male,Tier 2 (Large City),Sydney,Under $75K,Healthcare,2-4x/year,<$5K,4,1,0,0,0,1,1,0,3,2-4x/year,23,3,38,3.8,6,Likely,114,Gifter
R0527,2025-11-06,18-24,Male,Tier 2 (Large City),Chicago,$200K-$300K,Finance,Monthly,$5K-$15K,4,1,1,0,1,1,0,1,5,2-4x/year,38,8,46,4.6,5,Likely,552,Aspirational
R0528,2025-10-22,35-44,Female,Tier 1 (Metro),Hong Kong,$500K-$1M,Consulting,2-3x/month,$100K-$250K,6,1,1,1,0,0,1,0,4,Every 2-3mo,26,8,135,13.5,5,Likely,4050,Ultra-HNW
R0529,2025-11-09,35-44,Female,Tier 3 (Mid-size City),San Francisco,$125K-$200K,Legal,2-4x/year,<$5K,5,1,1,1,1,0,1,0,5,2-4x/year,42,2,14,1.4,2,Unlikely,41,Gifter
R0530,2025-10-25,25-34,Female,Tier 1 (Metro),Hong Kong,$200K-$300K,Healthcare,2-4x/year,$15K-$30K,6,0,0,0,1,0,1,1,3,Rarely,70,7,48,4.8,4,Possibly,144,Aspirational
R0531,2025-11-02,25-34,Male,Tier 2 (Large City),Miami,$125K-$200K,Finance,Rarely,<$5K,6,1,0,0,0,0,0,0,1,Rarely,78,6,24,2.4,1,Unlikely,12,Gifter
R0532,2025-10-16,45-54,Female,Tier 2 (Large City),Chicago,Under $75K,Media,Yearly,<$5K,4,1,0,1,0,1,1,0,4,Every 2-3mo,28,4,17,1.7,2,Unlikely,17,Gifter
R0533,2025-11-08,35-44,Female,Tier 3 (Mid-size City),Geneva,$75K-$125K,Media,Monthly,$5K-$15K,5,1,0,1,0,1,0,0,3,Every 2-3mo,35,6,42,4.2,4,Possibly,504,Digital-First
R0534,2025-10-31,25-34,Female,Tier 1 (Metro),Singapore,$300K-$500K,Entrepreneur,Yearly,$50K-$100K,4,0,0,0,0,1,1,0,2,Every 2-3mo,78,2,99,9.9,5,Likely,99,Affluent Pro
R0535,2025-10-25,55-64,Male,Tier 3 (Mid-size City),San Francisco,$125K-$200K,Legal,Rarely,$15K-$30K,5,0,0,1,0,0,0,0,1,2-4x/year,65,5,21,2.1,3,Unlikely,10,Gifter
R0536,2025-10-24,45-54,Other,Tier 1 (Metro),Hong Kong,$200K-$300K,Finance,Monthly,$30K-$50K,7,0,0,0,0,0,1,1,2,Multiple/mo,36,5,62,6.2,5,Likely,744,Aspirational
R0537,2025-10-18,45-54,Female,Tier 1 (Metro),London,$125K-$200K,Healthcare,Every 2-3mo,<$5K,5,1,0,0,1,0,0,0,2,2-4x/year,50,4,34,3.4,5,Likely,204,Digital-First
R0538,2025-10-22,55-64,Female,Tier 1 (Metro),London,$500K-$1M,Other,2-3x/month,$50K-$100K,8,0,0,1,1,1,0,0,3,Monthly,49,7,130,13.0,9,Definitely,3900,Affluent Pro
R0539,2025-10-24,45-54,Male,Tier 1 (Metro),Hong Kong,$500K-$1M,Healthcare,Weekly,$50K-$100K,6,1,1,0,1,1,1,0,5,Multiple/mo,51,6,91,9.1,7,Very Likely,4732,Affluent Pro
R0540,2025-11-03,45-54,Female,Tier 2 (Large City),Miami,Under $75K,Finance,Monthly,<$5K,5,1,0,0,0,1,1,0,3,Monthly,30,2,29,2.9,3,Unlikely,348,Digital-First
R0541,2025-11-08,35-44,Male,Tier 2 (Large City),Chicago,$75K-$125K,Finance,Weekly,$5K-$15K,5,0,1,1,0,0,1,1,4,Rarely,31,5,17,1.7,4,Possibly,884,Digital-First
R0542,2025-10-28,45-54,Female,Tier 1 (Metro),New York,$125K-$200K,Consulting,2-4x/year,$15K-$30K,4,0,0,1,0,0,1,0,2,Monthly,39,5,57,5.7,5,Likely,171,Gifter
R0543,2025-11-04,45-54,Female,Tier 1 (Metro),Singapore,$75K-$125K,Media,2-4x/year,$5K-$15K,4,0,1,0,1,1,1,0,4,Yearly,57,3,26,2.6,2,Unlikely,78,Gifter
R0544,2025-10-27,35-44,Female,Tier 1 (Metro),Dubai,$1M+,Real Estate,2-3x/month,$250K+,10,1,1,0,0,0,1,0,3,Monthly,47,4,147,14.7,10,Definitely,4410,Ultra-HNW
R0545,2025-11-05,18-24,Female,Tier 1 (Metro),Singapore,$200K-$300K,Luxury Retail,2-3x/month,$15K-$30K,7,1,0,1,0,0,1,1,4,Every 2-3mo,61,6,58,5.8,7,Very Likely,1739,Aspirational
R0546,2025-10-27,35-44,Female,Tier 2 (Large City),Toronto,$75K-$125K,Entrepreneur,2-4x/year,$5K-$15K,8,1,1,0,1,1,1,1,6,Monthly,72,3,56,5.6,7,Very Likely,167,Gifter
R0547,2025-10-16,35-44,Male,Tier 1 (Metro),Dubai,$200K-$300K,Entrepreneur,Rarely,$5K-$15K,8,1,0,0,1,0,1,0,3,2-4x/year,33,5,28,2.8,2,Unlikely,13,Aspirational
R0548,2025-11-08,45-54,Male,Tier 1 (Metro),New York,$125K-$200K,Tech,Yearly,$5K-$15K,6,0,1,1,0,0,0,1,3,2-4x/year,55,6,24,2.4,5,Likely,24,Gifter
R0549,2025-10-23,25-34,Female,Tier 2 (Large City),Chicago,$125K-$200K,Legal,Yearly,$5K-$15K,5,1,0,1,1,0,0,0,3,2-4x/year,49,4,0,0.0,2,Unlikely,0,Gifter
R0550,2025-11-10,35-44,Male,Tier 1 (Metro),Singapore,$300K-$500K,Real Estate,Every 2-3mo,$50K-$100K,6,0,0,0,0,0,0,1,1,Rarely,19,7,85,8.5,7,Very Likely,510,Affluent Pro
R0551,2025-10-21,35-44,Female,Tier 1 (Metro),New York,$125K-$200K,Real Estate,Rarely,<$5K,3,1,0,0,0,0,0,0,1,2-4x/year,60,3,39,3.9,4,Possibly,19,Gifter
R0552,2025-10-17,35-44,Male,Tier 1 (Metro),New York,$200K-$300K,Tech,2-3x/month,$5K-$15K,6,0,1,1,1,1,1,1,6,2-4x/year,53,9,57,5.7,6,Likely,1710,Aspirational
R0553,2025-11-14,25-34,Male,Tier 1 (Metro),New York,Under $75K,Entrepreneur,2-4x/year,<$5K,5,0,1,1,0,0,0,0,2,Every 2-3mo,87,5,53,5.3,5,Likely,159,Gifter
R0554,2025-11-05,25-34,Female,Tier 2 (Large City),Miami,$500K-$1M,Finance,2-4x/year,$100K-$250K,8,1,1,0,0,0,1,0,3,Rarely,59,5,79,7.9,7,Very Likely,237,Ultra-HNW
R0555,2025-10-20,45-54,Male,Tier 1 (Metro),New York,$200K-$300K,Healthcare,Rarely,$15K-$30K,6,1,0,1,1,1,1,0,5,Rarely,73,4,61,6.1,8,Definitely,30,Aspirational
R0556,2025-10-26,45-54,Female,Tier 1 (Metro),Singapore,$200K-$300K,Healthcare,Weekly,$30K-$50K,5,1,1,0,1,0,1,0,4,Every 2-3mo,54,6,71,7.1,5,Likely,3691,Aspirational
R0557,2025-10-26,25-34,Male,Tier 1 (Metro),London,$75K-$125K,Finance,2-4x/year,$5K-$15K,7,0,0,1,0,1,1,1,4,Yearly,58,6,38,3.8,6,Likely,114,Gifter
R0558,2025-10-31,35-44,Female,Tier 2 (Large City),Sydney,$125K-$200K,Entrepreneur,Every 2-3mo,$15K-$30K,6,1,0,1,0,0,0,0,2,Yearly,46,6,34,3.4,7,Very Likely,204,Digital-First
R0559,2025-11-12,35-44,Female,Tier 2 (Large City),Miami,$200K-$300K,Healthcare,Weekly,$5K-$15K,7,1,0,0,0,0,0,0,1,2-4x/year,44,5,16,1.6,3,Unlikely,832,Aspirational
R0560,2025-10-17,45-54,Male,Tier 2 (Large City),Toronto,Under $75K,Finance,Every 2-3mo,<$5K,4,1,1,0,1,1,0,1,5,Multiple/mo,51,6,51,5.1,8,Definitely,306,Digital-First
R0561,2025-10-23,35-44,Male,Tier 1 (Metro),London,$300K-$500K,Healthcare,Every 2-3mo,$50K-$100K,7,0,1,0,0,1,0,0,2,Every 2-3mo,25,4,69,6.9,6,Likely,414,Affluent Pro
R0562,2025-11-12,25-34,Female,Tier 1 (Metro),Dubai,$200K-$300K,Other,2-4x/year,$15K-$30K,8,1,0,0,0,0,1,0,2,Monthly,74,7,83,8.3,10,Definitely,249,Aspirational
R0563,2025-10-22,35-44,Male,Tier 1 (Metro),London,$200K-$300K,Entrepreneur,Every 2-3mo,$15K-$30K,4,1,0,1,1,1,1,1,6,Yearly,60,4,57,5.7,6,Likely,342,Aspirational
R0564,2025-10-30,45-54,Female,Tier 2 (Large City),Chicago,$300K-$500K,Entrepreneur,Monthly,$30K-$50K,6,1,0,0,1,0,0,0,2,2-4x/year,28,4,68,6.8,7,Very Likely,816,Affluent Pro
R0565,2025-10-23,65+,Female,Tier 3 (Mid-size City),San Francisco,Under $75K,Healthcare,2-4x/year,<$5K,5,0,0,0,0,0,1,1,2,Yearly,26,3,45,4.5,5,Likely,135,Gifter
R0566,2025-10-22,18-24,Female,Tier 1 (Metro),Dubai,$1M+,Tech,Monthly,$100K-$250K,6,1,0,0,0,1,1,1,4,Monthly,58,7,144,14.4,8,Definitely,1728,Ultra-HNW
R0567,2025-11-07,18-24,Female,Tier 1 (Metro),Hong Kong,$75K-$125K,Real Estate,2-4x/year,<$5K,7,0,1,0,1,1,0,0,3,2-4x/year,92,5,43,4.3,6,Likely,129,Gifter
R0568,2025-10-20,25-34,Male,Tier 2 (Large City),Chicago,$125K-$200K,Finance,2-4x/year,$5K-$15K,9,1,0,0,0,0,1,1,3,Every 2-3mo,74,7,15,1.5,6,Likely,45,Gifter
R0569,2025-10-26,45-54,Female,Tier 1 (Metro),Singapore,$200K-$300K,Legal,Every 2-3mo,$30K-$50K,2,1,0,0,0,0,0,0,1,Every 2-3mo,14,5,61,6.1,5,Likely,366,Aspirational
R0570,2025-10-21,45-54,Female,Tier 2 (Large City),Miami,$300K-$500K,Consulting,Monthly,$30K-$50K,7,1,1,0,0,1,1,0,4,2-4x/year,37,5,44,4.4,5,Likely,528,Affluent Pro
R0571,2025-10-27,55-64,Male,Tier 2 (Large City),Miami,$1M+,Tech,2-3x/month,$100K-$250K,5,1,1,0,0,1,1,1,5,Every 2-3mo,18,4,83,8.3,9,Definitely,2490,Ultra-HNW
R0572,2025-10-31,45-54,Female,Tier 1 (Metro),London,$200K-$300K,Tech,2-4x/year,$5K-$15K,6,1,0,1,0,0,1,0,3,2-4x/year,33,5,43,4.3,5,Likely,129,Aspirational
R0573,2025-11-05,35-44,Male,Tier 2 (Large City),Sydney,$300K-$500K,Real Estate,2-4x/year,$50K-$100K,9,0,1,0,0,0,1,0,2,Rarely,22,5,33,3.3,8,Very Likely,99,Affluent Pro
R0574,2025-10-20,25-34,Female,Tier 2 (Large City),Toronto,$300K-$500K,Healthcare,Monthly,$30K-$50K,5,1,0,0,1,0,0,1,3,2-4x/year,47,8,96,9.6,7,Very Likely,1152,Affluent Pro
R0575,2025-11-09,55-64,Female,Tier 1 (Metro),London,$125K-$200K,Legal,2-4x/year,<$5K,5,1,0,0,0,0,1,0,2,Monthly,19,4,66,6.6,6,Likely,198,Gifter
R0576,2025-11-04,18-24,Male,Tier 2 (Large City),Chicago,$75K-$125K,Finance,2-4x/year,<$5K,5,0,0,0,0,1,0,1,2,2-4x/year,39,5,6,0.6,2,Unlikely,18,Gifter
R0577,2025-10-29,45-54,Female,Tier 1 (Metro),Singapore,$200K-$300K,Finance,Monthly,$15K-$30K,6,1,0,0,1,1,1,0,4,Multiple/mo,46,4,80,8.0,5,Likely,960,Aspirational
R0578,2025-11-11,25-34,Female,Tier 1 (Metro),Hong Kong,$1M+,Entrepreneur,Monthly,$250K+,5,1,1,0,1,0,0,1,4,Every 2-3mo,89,7,97,9.7,7,Very Likely,1163,Ultra-HNW
R0579,2025-11-03,25-34,Male,Tier 1 (Metro),Hong Kong,$1M+,Tech,2-3x/month,$100K-$250K,7,1,1,0,1,0,1,0,4,Multiple/mo,47,5,112,11.2,6,Likely,3359,Ultra-HNW
R0580,2025-11-04,45-54,Male,Tier 2 (Large City),Toronto,$75K-$125K,Tech,Yearly,$5K-$15K,3,0,0,0,0,0,1,0,1,2-4x/year,66,4,7,0.7,3,Unlikely,6,Gifter
R0581,2025-11-03,35-44,Male,Tier 2 (Large City),Toronto,$75K-$125K,Real Estate,Yearly,<$5K,5,1,1,0,1,1,0,0,4,2-4x/year,53,4,33,3.3,7,Very Likely,33,Gifter
R0582,2025-10-18,45-54,Male,Tier 1 (Metro),Los Angeles,$500K-$1M,Entrepreneur,Yearly,$30K-$50K,5,1,1,1,0,0,0,0,3,Monthly,44,6,104,10.4,6,Likely,104,Affluent Pro
R0583,2025-10-17,35-44,Male,Tier 1 (Metro),Singapore,$75K-$125K,Entrepreneur,Yearly,<$5K,5,0,0,1,0,1,0,0,2,Every 2-3mo,47,4,66,6.6,7,Very Likely,66,Gifter
R0584,2025-10-18,55-64,Male,Tier 1 (Metro),Los Angeles,$75K-$125K,Real Estate,2-4x/year,$5K-$15K,5,0,0,0,0,0,1,0,1,2-4x/year,35,5,27,2.7,2,Unlikely,81,Gifter
R0585,2025-10-17,45-54,Female,Tier 2 (Large City),Sydney,$75K-$125K,Tech,2-4x/year,<$5K,7,1,1,0,0,0,0,0,2,Rarely,42,4,27,2.7,4,Possibly,81,Gifter
R0586,2025-11-12,55-64,Female,Tier 1 (Metro),Hong Kong,$300K-$500K,Tech,Rarely,$30K-$50K,5,1,0,1,1,0,1,1,5,Every 2-3mo,56,5,74,7.4,5,Likely,37,Affluent Pro
R0587,2025-11-02,55-64,Female,Tier 1 (Metro),London,$500K-$1M,Consulting,2-3x/month,$50K-$100K,6,1,0,1,0,1,1,0,4,Rarely,58,6,60,6.0,8,Definitely,1800,Affluent Pro
R0588,2025-11-08,18-24,Male,Tier 2 (Large City),Toronto,$125K-$200K,Healthcare,Rarely,$5K-$15K,7,0,0,0,0,1,0,1,2,Yearly,70,5,17,1.7,1,Unlikely,8,Gifter
R0589,2025-10-27,25-34,Male,Tier 2 (Large City),Sydney,$125K-$200K,Media,2-4x/year,$15K-$30K,6,1,1,0,1,0,1,0,4,Monthly,65,6,56,5.6,5,Likely,167,Gifter
R0590,2025-11-11,45-54,Male,Tier 1 (Metro),Dubai,$300K-$500K,Healthcare,Monthly,$15K-$30K,6,1,0,0,0,0,0,0,1,2-4x/year,60,5,67,6.7,4,Possibly,804,Aspirational
R0591,2025-10-30,35-44,Other,Tier 1 (Metro),London,$500K-$1M,Consulting,2-3x/month,$100K-$250K,8,1,1,0,0,1,1,0,4,2-4x/year,36,5,83,8.3,8,Definitely,2490,Ultra-HNW
R0592,2025-11-11,35-44,Male,Tier 1 (Metro),Los Angeles,$500K-$1M,Entrepreneur,Monthly,$30K-$50K,8,0,1,0,0,1,1,0,3,Multiple/mo,74,3,74,7.4,8,Definitely,888,Affluent Pro
R0593,2025-11-04,45-54,Female,Tier 3 (Mid-size City),San Francisco,Under $75K,Finance,2-4x/year,<$5K,3,0,1,0,0,1,1,1,4,Every 2-3mo,38,6,52,5.2,7,Very Likely,156,Gifter
R0594,2025-10-20,25-34,Female,Tier 1 (Metro),Singapore,$200K-$300K,Legal,Every 2-3mo,$15K-$30K,5,1,0,0,1,1,1,0,4,Every 2-3mo,66,4,80,8.0,10,Definitely,480,Aspirational
R0595,2025-10-29,35-44,Female,Tier 2 (Large City),Miami,$75K-$125K,Legal,2-4x/year,<$5K,7,0,0,1,1,0,1,0,3,Monthly,52,6,16,1.6,2,Unlikely,48,Gifter
R0596,2025-10-26,55-64,Female,Tier 3 (Mid-size City),San Francisco,$125K-$200K,Tech,2-4x/year,<$5K,5,1,0,0,0,1,1,1,4,2-4x/year,64,5,32,3.2,5,Likely,96,Gifter
R0597,2025-11-03,25-34,Female,Tier 3 (Mid-size City),Geneva,$200K-$300K,Finance,Monthly,$15K-$30K,6,1,0,0,1,0,0,0,2,Yearly,57,3,29,2.9,4,Possibly,348,Aspirational
R0598,2025-10-24,35-44,Female,Tier 2 (Large City),Miami,$300K-$500K,Finance,Every 2-3mo,$15K-$30K,5,1,1,0,0,0,1,0,3,Every 2-3mo,33,2,51,5.1,6,Likely,306,Aspirational
R0599,2025-10-22,35-44,Female,Tier 1 (Metro),London,$200K-$300K,Tech,Monthly,$30K-$50K,5,1,0,1,0,0,1,0,3,Multiple/mo,43,4,77,7.7,5,Likely,924,Aspirational
R0600,2025-11-06,35-44,Female,Tier 3 (Mid-size City),Geneva,$200K-$300K,Healthcare,2-4x/year,$30K-$50K,5,1,1,0,0,0,0,1,3,2-4x/year,39,7,26,2.6,3,Unlikely,78,Aspirational
R0601,2025-11-13,25-34,Other,Tier 2 (Large City),Sydney,$125K-$200K,Legal,2-4x/year,$5K-$15K,7,0,0,0,0,0,0,1,1,2-4x/year,67,7,3,0.3,1,Unlikely,9,Gifter
R0602,2025-11-13,25-34,Male,Tier 2 (Large City),Sydney,$200K-$300K,Tech,Every 2-3mo,$5K-$15K,6,1,1,0,1,0,0,0,3,2-4x/year,60,6,31,3.1,6,Likely,186,Aspirational
R0603,2025-10-18,55-64,Male,Tier 1 (Metro),Dubai,$200K-$300K,Healthcare,Every 2-3mo,$5K-$15K,6,0,1,0,0,1,0,1,3,Rarely,10,4,60,6.0,5,Likely,360,Aspirational
R0604,2025-10-19,55-64,Male,Tier 3 (Mid-size City),Geneva,$75K-$125K,Entrepreneur,Yearly,<$5K,3,0,1,0,0,0,1,0,2,Monthly,50,1,35,3.5,5,Likely,35,Gifter
R0605,2025-10-21,35-44,Male,Tier 2 (Large City),Sydney,$200K-$300K,Real Estate,2-4x/year,$30K-$50K,4,0,1,1,0,0,1,1,4,Rarely,34,2,56,5.6,4,Possibly,167,Aspirational
R0606,2025-10-28,45-54,Female,Tier 3 (Mid-size City),San Francisco,$300K-$500K,Finance,Monthly,$15K-$30K,6,1,1,1,0,0,0,0,3,Every 2-3mo,59,4,79,7.9,5,Likely,948,Aspirational
R0607,2025-10-25,45-54,Male,Tier 2 (Large City),Toronto,$200K-$300K,Legal,Monthly,$30K-$50K,6,1,0,1,0,0,0,0,2,2-4x/year,17,5,39,3.9,5,Likely,468,Aspirational
R0608,2025-11-13,55-64,Male,Tier 2 (Large City),Sydney,$300K-$500K,Legal,Yearly,$15K-$30K,6,1,0,1,1,0,1,0,4,Monthly,64,4,88,8.8,9,Definitely,88,Aspirational
R0609,2025-11-08,35-44,Male,Tier 1 (Metro),Singapore,$200K-$300K,Other,Every 2-3mo,$15K-$30K,5,1,0,0,0,0,1,0,2,Monthly,44,8,100,10.0,7,Very Likely,600,Aspirational
R0610,2025-11-09,35-44,Female,Tier 2 (Large City),Toronto,$200K-$300K,Tech,Yearly,$15K-$30K,4,0,0,0,1,0,1,0,2,2-4x/year,52,5,18,1.8,4,Possibly,18,Aspirational
R0611,2025-10-20,35-44,Female,Tier 2 (Large City),Chicago,$75K-$125K,Legal,Monthly,$5K-$15K,7,1,0,1,1,0,1,1,5,Rarely,60,4,34,3.4,3,Unlikely,408,Digital-First
R0612,2025-11-05,35-44,Female,Tier 1 (Metro),New York,$300K-$500K,Consulting,2-4x/year,$50K-$100K,5,0,0,1,1,0,0,0,2,Monthly,49,4,84,8.4,7,Very Likely,252,Affluent Pro
